,vote,before_90s,90s,2000s,movie,other,tv movie,video movie,Action,Documentary,Comedy,Drama,Thriller,Romance,Other_genre,United States,United Kingdom,France,Other_country,English,Other_language,rating_category
4670,-0.5216680298169467,0.0,0.0,1.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,bottom_25pct
4673,0.5223330312277746,0.0,1.0,0.0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,other
4674,0.5223330312277746,0.0,1.0,0.0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,bottom_25pct
4675,-1.5656690908616682,0.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,other
4677,-0.5216680298169467,1.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,other
4678,0.5223330312277746,1.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,other
4680,-0.17366767613537296,0.0,0.0,1.0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,other
4681,-1.5656690908616682,0.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,other
4682,-1.5656690908616682,0.0,1.0,0.0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,other
4684,0.17433267754620083,1.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,bottom_25pct
4686,1.566334092272496,1.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,other
4687,0.8703333849093484,1.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,top_10pct
4689,-1.2176687371800943,0.0,0.0,1.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,bottom_25pct
4692,-1.2176687371800943,0.0,0.0,1.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,other
4693,-1.5656690908616682,0.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,other
4694,-0.17366767613537296,0.0,0.0,1.0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,other
4696,0.5223330312277746,0.0,0.0,1.0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,bottom_25pct
4697,-0.8696683834985205,0.0,1.0,0.0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,other
4700,-0.5216680298169467,0.0,1.0,0.0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,top_10pct
4701,-0.8696683834985205,0.0,0.0,1.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,bottom_25pct
4702,-1.2176687371800943,0.0,1.0,0.0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,top_10pct
4704,1.218333738590922,1.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,other
4706,-0.5216680298169467,0.0,1.0,0.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,bottom_25pct
4707,-0.17366767613537296,0.0,1.0,0.0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,other
4709,0.8703333849093484,0.0,0.0,1.0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,bottom_25pct
4710,0.5223330312277746,0.0,1.0,0.0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,other
4711,-0.17366767613537296,0.0,0.0,1.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,other
4712,1.566334092272496,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,top_10pct
4713,-1.5656690908616682,0.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,bottom_25pct
4714,-0.5216680298169467,0.0,1.0,0.0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,other
4715,-0.17366767613537296,0.0,1.0,0.0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,bottom_25pct
4718,0.8703333849093484,1.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,other
4719,1.218333738590922,1.0,0.0,0.0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,1,1,0,other
4720,-0.17366767613537296,0.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,top_10pct
4721,-1.2176687371800943,0.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,other
4724,0.8703333849093484,0.0,1.0,0.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,other
4725,0.8703333849093484,1.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,other
4726,1.218333738590922,0.0,1.0,0.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,other
4727,-0.5216680298169467,0.0,1.0,0.0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,other
4729,0.5223330312277746,0.0,1.0,0.0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,other
4730,0.5223330312277746,0.0,1.0,0.0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,other
4732,-0.17366767613537296,1.0,0.0,0.0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,top_10pct
4733,0.5223330312277746,0.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,other
4734,-0.8696683834985205,0.0,0.0,1.0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,bottom_25pct
4735,1.218333738590922,0.0,1.0,0.0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,other
4736,1.566334092272496,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,top_10pct
4737,-0.5216680298169467,0.0,1.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,bottom_25pct
4739,-1.5656690908616682,0.0,1.0,0.0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,other
4740,0.17433267754620083,0.0,1.0,0.0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,other
4741,-0.5216680298169467,0.0,0.0,1.0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,other
4742,0.5223330312277746,0.0,0.0,1.0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,bottom_25pct
4745,0.17433267754620083,1.0,0.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,other
4746,0.5223330312277746,0.0,0.0,1.0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,bottom_25pct
4747,-0.5216680298169467,0.0,0.0,1.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,other
4748,0.5223330312277746,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,other
4749,1.218333738590922,0.0,0.0,1.0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,1,other
4750,-1.2176687371800943,0.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,bottom_25pct
4751,-0.17366767613537296,0.0,1.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,other
4752,-0.17366767613537296,0.0,0.0,1.0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,bottom_25pct
4754,-0.8696683834985205,0.0,1.0,0.0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,bottom_25pct
4755,0.5223330312277746,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,top_10pct
4756,-1.2176687371800943,0.0,0.0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,other
4757,-0.8696683834985205,0.0,0.0,1.0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,bottom_25pct
4758,1.218333738590922,1.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,other
4759,1.566334092272496,0.0,0.0,1.0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,other
4761,0.17433267754620083,0.0,0.0,1.0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,1,other
4762,-1.2176687371800943,0.0,1.0,0.0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,other
4764,1.566334092272496,0.0,0.0,1.0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,other
4765,-0.8696683834985205,0.0,1.0,0.0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,bottom_25pct
4768,-0.8696683834985205,1.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,top_10pct
4770,-0.8696683834985205,1.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,top_10pct
4771,-0.8696683834985205,0.0,0.0,1.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,bottom_25pct
4772,0.5223330312277746,0.0,1.0,0.0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,other
4774,0.8703333849093484,0.0,0.0,1.0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,1,top_10pct
4775,-1.5656690908616682,0.0,0.0,1.0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,other
4776,-1.5656690908616682,0.0,1.0,0.0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,top_10pct
4777,0.5223330312277746,0.0,1.0,0.0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,1,1,1,other
4778,0.17433267754620083,0.0,0.0,1.0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,other
4781,-1.2176687371800943,1.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,top_10pct
4782,-1.2176687371800943,0.0,0.0,1.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,bottom_25pct
4784,0.17433267754620083,0.0,1.0,0.0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,other
4786,-1.2176687371800943,1.0,0.0,0.0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,other
4787,-1.2176687371800943,0.0,1.0,0.0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,other
4788,0.5223330312277746,0.0,1.0,0.0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,other
4789,-1.2176687371800943,0.0,0.0,1.0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,bottom_25pct
4791,0.8703333849093484,0.0,1.0,0.0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,bottom_25pct
4792,0.8703333849093484,0.0,1.0,0.0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,other
4793,0.17433267754620083,1.0,0.0,0.0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,bottom_25pct
4795,0.8703333849093484,1.0,0.0,0.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,other
4796,1.218333738590922,0.0,0.0,1.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,other
4799,-0.17366767613537296,0.0,1.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,other
4800,0.17433267754620083,1.0,0.0,0.0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,top_10pct
4801,-0.17366767613537296,1.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,bottom_25pct
4802,-1.5656690908616682,1.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,other
4803,-0.5216680298169467,1.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,bottom_25pct
4804,-0.17366767613537296,0.0,0.0,1.0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,bottom_25pct
4808,0.17433267754620083,0.0,1.0,0.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,other
4810,0.5223330312277746,0.0,1.0,0.0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,bottom_25pct
4811,-0.8696683834985205,1.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,other
4814,1.566334092272496,0.0,0.0,1.0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,other
4815,1.218333738590922,1.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,other
4816,-0.5216680298169467,0.0,0.0,1.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,other
4817,-1.5656690908616682,0.0,1.0,0.0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,top_10pct
4818,0.8703333849093484,0.0,1.0,0.0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,other
4819,-1.5656690908616682,0.0,1.0,0.0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,bottom_25pct
4821,-1.5656690908616682,0.0,1.0,0.0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,top_10pct
4822,-1.5656690908616682,0.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,other
4827,0.8703333849093484,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,other
4828,-0.8696683834985205,0.0,0.0,1.0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,other
4830,-1.5656690908616682,1.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,other
4833,-0.5216680298169467,0.0,1.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,other
4834,1.218333738590922,0.0,1.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,other
4835,1.218333738590922,0.0,0.0,1.0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1,other
4836,-0.5216680298169467,0.0,1.0,0.0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,other
4837,0.5223330312277746,0.0,0.0,1.0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,bottom_25pct
4838,0.17433267754620083,0.0,1.0,0.0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,other
4840,-1.5656690908616682,0.0,1.0,0.0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,other
4841,-0.17366767613537296,1.0,0.0,0.0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,other
4843,-0.5216680298169467,0.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,top_10pct
4844,0.8703333849093484,1.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,other
4845,-0.8696683834985205,0.0,0.0,1.0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,other
4846,-0.5216680298169467,0.0,0.0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,other
4847,-1.2176687371800943,0.0,1.0,0.0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,top_10pct
4849,-0.5216680298169467,0.0,0.0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,bottom_25pct
4850,0.8703333849093484,0.0,1.0,0.0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,other
4851,-0.5216680298169467,1.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,other
4853,0.17433267754620083,1.0,0.0,0.0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,1,other
4854,0.5223330312277746,0.0,0.0,1.0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,other
4855,-1.5656690908616682,0.0,1.0,0.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,top_10pct
4857,0.5223330312277746,0.0,1.0,0.0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,other
4858,-0.5216680298169467,0.0,1.0,0.0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,top_10pct
4860,-1.5656690908616682,0.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,bottom_25pct
4861,1.566334092272496,0.0,1.0,0.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,top_10pct
4862,-1.5656690908616682,0.0,0.0,1.0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,other
4865,-1.2176687371800943,0.0,0.0,1.0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,top_10pct
4866,-0.8696683834985205,0.0,0.0,1.0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,top_10pct
4867,1.218333738590922,0.0,0.0,1.0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,1,other
4868,-1.2176687371800943,1.0,0.0,0.0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,bottom_25pct
4869,-0.17366767613537296,0.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,top_10pct
4870,-1.2176687371800943,0.0,0.0,1.0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,bottom_25pct
4871,1.218333738590922,0.0,0.0,1.0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,1,other
4872,0.8703333849093484,1.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,other
4873,-1.5656690908616682,0.0,0.0,1.0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,bottom_25pct
4874,0.17433267754620083,1.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,bottom_25pct
4875,0.5223330312277746,1.0,0.0,0.0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,other
4877,0.17433267754620083,0.0,0.0,1.0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,other
4878,-0.17366767613537296,1.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,bottom_25pct
4879,-1.2176687371800943,0.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,other
4881,0.17433267754620083,1.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,other
4883,0.5223330312277746,0.0,0.0,1.0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,other
4884,-0.8696683834985205,1.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,top_10pct
4885,-0.8696683834985205,0.0,0.0,1.0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,bottom_25pct
4886,-0.8696683834985205,0.0,0.0,1.0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,bottom_25pct
4888,0.5223330312277746,1.0,0.0,0.0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,other
4889,0.8703333849093484,0.0,0.0,1.0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,bottom_25pct
4890,-1.5656690908616682,0.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,other
4892,0.5223330312277746,1.0,0.0,0.0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,other
4893,-1.2176687371800943,0.0,0.0,1.0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,top_10pct
4894,-0.8696683834985205,0.0,0.0,1.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,other
4896,-0.17366767613537296,0.0,0.0,1.0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,other
4897,-1.5656690908616682,0.0,0.0,1.0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,other
4899,-1.2176687371800943,0.0,0.0,1.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,bottom_25pct
4900,0.17433267754620083,0.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,other
4901,-0.17366767613537296,0.0,0.0,1.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,bottom_25pct
4903,-0.8696683834985205,0.0,1.0,0.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,bottom_25pct
4904,-0.17366767613537296,1.0,0.0,0.0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,top_10pct
4905,-0.5216680298169467,0.0,0.0,1.0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,top_10pct
4906,-1.2176687371800943,1.0,0.0,0.0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,bottom_25pct
4907,0.5223330312277746,0.0,0.0,1.0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,bottom_25pct
4908,-0.17366767613537296,0.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,top_10pct
4909,0.5223330312277746,0.0,1.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,other
4910,0.8703333849093484,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,other
4911,0.8703333849093484,0.0,0.0,1.0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,other
4912,1.218333738590922,1.0,0.0,0.0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1,top_10pct
4914,-0.17366767613537296,0.0,1.0,0.0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,other
4915,-1.5656690908616682,0.0,0.0,1.0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,other
4917,-0.8696683834985205,0.0,1.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,other
4918,0.17433267754620083,1.0,0.0,0.0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,other
4919,-0.8696683834985205,1.0,0.0,0.0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,bottom_25pct
4920,-0.5216680298169467,1.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,top_10pct
4921,-0.17366767613537296,0.0,0.0,1.0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,bottom_25pct
4922,1.566334092272496,0.0,1.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,other
4923,0.8703333849093484,0.0,1.0,0.0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,1,top_10pct
4924,-1.5656690908616682,0.0,1.0,0.0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,bottom_25pct
4925,-1.2176687371800943,0.0,0.0,1.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,other
4926,0.17433267754620083,1.0,0.0,0.0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,other
4928,-0.8696683834985205,1.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,top_10pct
4929,-0.17366767613537296,0.0,1.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,other
4930,1.218333738590922,0.0,0.0,1.0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,bottom_25pct
4933,-0.8696683834985205,0.0,0.0,1.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,bottom_25pct
4934,-0.17366767613537296,0.0,0.0,1.0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,other
4935,-0.5216680298169467,0.0,0.0,1.0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,other
4936,1.566334092272496,0.0,0.0,1.0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,1,other
4937,-1.5656690908616682,0.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,top_10pct
4938,1.218333738590922,1.0,0.0,0.0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,other
4941,-0.17366767613537296,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,other
4943,0.5223330312277746,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,other
4947,0.5223330312277746,0.0,1.0,0.0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,other
4948,-1.2176687371800943,0.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,top_10pct
4949,-1.5656690908616682,0.0,1.0,0.0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,other
4950,-1.2176687371800943,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,other
4951,-1.2176687371800943,0.0,0.0,1.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,other
4952,-0.8696683834985205,0.0,0.0,1.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,other
4953,-0.17366767613537296,0.0,0.0,1.0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,other
4955,-1.2176687371800943,0.0,0.0,1.0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,bottom_25pct
4956,0.17433267754620083,1.0,0.0,0.0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,bottom_25pct
4957,0.8703333849093484,0.0,0.0,1.0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,other
4958,-0.17366767613537296,1.0,0.0,0.0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,other
4959,0.17433267754620083,0.0,1.0,0.0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,other
4960,-0.17366767613537296,0.0,1.0,0.0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,bottom_25pct
4961,0.5223330312277746,0.0,0.0,1.0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,other
4965,-1.5656690908616682,0.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,bottom_25pct
4966,1.218333738590922,0.0,1.0,0.0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,other
4969,-0.17366767613537296,1.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,bottom_25pct
4970,-0.5216680298169467,0.0,1.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,other
4971,-1.5656690908616682,0.0,1.0,0.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,bottom_25pct
4972,-1.2176687371800943,1.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,other
4973,-0.17366767613537296,0.0,0.0,1.0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,other
4974,1.218333738590922,0.0,0.0,1.0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,other
4975,1.218333738590922,0.0,1.0,0.0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,other
4977,-1.5656690908616682,0.0,0.0,1.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,other
4978,1.218333738590922,0.0,0.0,1.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,bottom_25pct
